rank,k,region_k,region_count,missing_rssi,weight_power,use_region_filter,mean_error_m,median_error_m,p90_error_m,max_error_m,nearest_mean_error_m,samples
2704,8,9,2,-95.0,3.0,True,2.5442,1.9172,5.3636,12.2774,3.2102,312
2705,6,15,2,-110.0,2.5,True,2.5444,1.9754,5.0131,12.1190,3.1527,312
2706,6,15,2,-105.0,2.5,True,2.5444,1.9754,5.0131,12.1190,3.1527,312
2707,6,15,2,-100.0,2.5,True,2.5444,1.9754,5.0131,12.1190,3.1527,312
2708,6,15,2,-95.0,2.5,True,2.5444,1.9754,5.0131,12.1190,3.1527,312
2709,6,20,3,-110.0,3.0,True,2.5453,1.9262,5.1276,12.0904,3.2097,312
2710,6,20,3,-105.0,3.0,True,2.5453,1.9262,5.1276,12.0904,3.2097,312
2711,6,20,3,-100.0,3.0,True,2.5453,1.9262,5.1276,12.0904,3.2097,312
2712,6,20,3,-95.0,3.0,True,2.5453,1.9262,5.1276,12.0904,3.2097,312
2713,12,30,2,-110.0,3.0,True,2.5456,1.8889,5.3480,11.4954,3.1729,312
2714,12,30,2,-105.0,3.0,True,2.5456,1.8889,5.3480,11.4954,3.1729,312
2715,12,30,2,-100.0,3.0,True,2.5456,1.8889,5.3480,11.4954,3.1729,312
2716,12,30,2,-95.0,3.0,True,2.5456,1.8889,5.3480,11.4954,3.1729,312
2717,8,30,2,-110.0,2.5,True,2.5464,1.8995,5.4603,11.5306,3.1484,312
2718,8,30,2,-105.0,2.5,True,2.5464,1.8995,5.4603,11.5306,3.1484,312
2719,8,30,2,-100.0,2.5,True,2.5464,1.8995,5.4603,11.5306,3.1484,312
2720,8,30,2,-95.0,2.5,True,2.5464,1.8995,5.4603,11.5306,3.1484,312
2721,6,6,1,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2722,6,6,2,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2723,6,6,3,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2724,6,9,1,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2725,6,9,2,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2726,6,9,3,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2727,6,12,1,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2728,6,12,2,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2729,6,12,3,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2730,6,15,1,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2731,6,15,2,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2732,6,15,3,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2733,6,20,1,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2734,6,20,2,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2735,6,20,3,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2736,6,30,1,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2737,6,30,2,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2738,6,30,3,-110.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2739,6,6,1,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2740,6,6,2,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2741,6,6,3,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2742,6,9,1,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2743,6,9,2,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2744,6,9,3,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2745,6,12,1,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2746,6,12,2,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2747,6,12,3,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2748,6,15,1,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2749,6,15,2,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2750,6,15,3,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2751,6,20,1,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2752,6,20,2,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2753,6,20,3,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2754,6,30,1,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2755,6,30,2,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2756,6,30,3,-105.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2757,6,6,1,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2758,6,6,2,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2759,6,6,3,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2760,6,9,1,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2761,6,9,2,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2762,6,9,3,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2763,6,12,1,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2764,6,12,2,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2765,6,12,3,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2766,6,15,1,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2767,6,15,2,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2768,6,15,3,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2769,6,20,1,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2770,6,20,2,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2771,6,20,3,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2772,6,30,1,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2773,6,30,2,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2774,6,30,3,-100.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2775,6,6,1,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2776,6,6,2,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2777,6,6,3,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2778,6,9,1,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2779,6,9,2,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2780,6,9,3,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2781,6,12,1,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2782,6,12,2,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2783,6,12,3,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2784,6,15,1,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2785,6,15,2,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2786,6,15,3,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2787,6,20,1,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2788,6,20,2,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2789,6,20,3,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2790,6,30,1,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2791,6,30,2,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2792,6,30,3,-95.0,3.0,False,2.5467,1.9685,5.2482,12.0904,3.2097,312
2793,6,9,3,-110.0,2.5,True,2.5489,1.9816,4.9849,12.1190,3.2097,312
2794,6,9,3,-105.0,2.5,True,2.5489,1.9816,4.9849,12.1190,3.2097,312
2795,6,9,3,-100.0,2.5,True,2.5489,1.9816,4.9849,12.1190,3.2097,312
2796,6,9,3,-95.0,2.5,True,2.5489,1.9816,4.9849,12.1190,3.2097,312
2797,8,12,2,-110.0,3.0,True,2.5507,1.9172,5.2965,11.5650,3.1923,312
2798,8,12,2,-105.0,3.0,True,2.5507,1.9172,5.2965,11.5650,3.1923,312
2799,8,12,2,-100.0,3.0,True,2.5507,1.9172,5.2965,11.5650,3.1923,312
2800,8,12,2,-95.0,3.0,True,2.5507,1.9172,5.2965,11.5650,3.1923,312
2801,6,15,3,-110.0,3.0,True,2.5509,1.9496,5.1276,12.0904,3.2097,312
2802,6,15,3,-105.0,3.0,True,2.5509,1.9496,5.1276,12.0904,3.2097,312
2803,6,15,3,-100.0,3.0,True,2.5509,1.9496,5.1276,12.0904,3.2097,312
2804,6,15,3,-95.0,3.0,True,2.5509,1.9496,5.1276,12.0904,3.2097,312
2805,6,12,2,-110.0,2.5,True,2.5510,1.9816,5.0393,12.1190,3.1491,312
2806,6,12,2,-105.0,2.5,True,2.5510,1.9816,5.0393,12.1190,3.1491,312
2807,6,12,2,-100.0,2.5,True,2.5510,1.9816,5.0393,12.1190,3.1491,312
2808,6,12,2,-95.0,2.5,True,2.5510,1.9816,5.0393,12.1190,3.1491,312
2809,10,30,2,-110.0,3.0,True,2.5515,1.9148,5.3612,11.7842,3.1729,312
2810,10,30,2,-105.0,3.0,True,2.5515,1.9148,5.3612,11.7842,3.1729,312
2811,10,30,2,-100.0,3.0,True,2.5515,1.9148,5.3612,11.7842,3.1729,312
2812,10,30,2,-95.0,3.0,True,2.5515,1.9148,5.3612,11.7842,3.1729,312
2813,8,15,2,-110.0,3.0,True,2.5524,1.9144,5.2965,11.5650,3.1661,312
2814,8,15,2,-105.0,3.0,True,2.5524,1.9144,5.2965,11.5650,3.1661,312
2815,8,15,2,-100.0,3.0,True,2.5524,1.9144,5.2965,11.5650,3.1661,312
2816,8,15,2,-95.0,3.0,True,2.5524,1.9144,5.2965,11.5650,3.1661,312
2817,6,6,3,-110.0,3.0,True,2.5558,1.9496,5.1595,12.0904,3.2097,312
2818,6,6,3,-105.0,3.0,True,2.5558,1.9496,5.1595,12.0904,3.2097,312
2819,6,6,3,-100.0,3.0,True,2.5558,1.9496,5.1595,12.0904,3.2097,312
2820,6,6,3,-95.0,3.0,True,2.5558,1.9496,5.1595,12.0904,3.2097,312
2821,8,6,2,-110.0,3.0,True,2.5602,1.9172,5.4344,12.2774,3.2102,312
2822,8,6,2,-105.0,3.0,True,2.5602,1.9172,5.4344,12.2774,3.2102,312
2823,8,6,2,-100.0,3.0,True,2.5602,1.9172,5.4344,12.2774,3.2102,312
2824,8,6,2,-95.0,3.0,True,2.5602,1.9172,5.4344,12.2774,3.2102,312
2825,6,12,3,-110.0,3.0,True,2.5642,2.0053,5.1484,12.0904,3.2097,312
2826,6,12,3,-105.0,3.0,True,2.5642,2.0053,5.1484,12.0904,3.2097,312
2827,6,12,3,-100.0,3.0,True,2.5642,2.0053,5.1484,12.0904,3.2097,312
2828,6,12,3,-95.0,3.0,True,2.5642,2.0053,5.1484,12.0904,3.2097,312
2829,8,20,2,-110.0,3.0,True,2.5652,1.9172,5.3038,11.5650,3.1837,312
2830,8,20,2,-105.0,3.0,True,2.5652,1.9172,5.3038,11.5650,3.1837,312
2831,8,20,2,-100.0,3.0,True,2.5652,1.9172,5.3038,11.5650,3.1837,312
2832,8,20,2,-95.0,3.0,True,2.5652,1.9172,5.3038,11.5650,3.1837,312
2833,6,30,2,-110.0,2.5,True,2.5691,1.9883,5.3078,12.1190,3.1484,312
2834,6,30,2,-105.0,2.5,True,2.5691,1.9883,5.3078,12.1190,3.1484,312
2835,6,30,2,-100.0,2.5,True,2.5691,1.9883,5.3078,12.1190,3.1484,312
2836,6,30,2,-95.0,2.5,True,2.5691,1.9883,5.3078,12.1190,3.1484,312
2837,6,9,3,-110.0,3.0,True,2.5706,1.9979,5.1276,12.0904,3.2097,312
2838,6,9,3,-105.0,3.0,True,2.5706,1.9979,5.1276,12.0904,3.2097,312
2839,6,9,3,-100.0,3.0,True,2.5706,1.9979,5.1276,12.0904,3.2097,312
2840,6,9,3,-95.0,3.0,True,2.5706,1.9979,5.1276,12.0904,3.2097,312
2841,6,6,2,-110.0,1.5,True,2.5715,1.9657,5.2887,12.1799,3.1795,312
2842,6,6,2,-105.0,1.5,True,2.5715,1.9657,5.2887,12.1799,3.1795,312
2843,6,6,2,-100.0,1.5,True,2.5715,1.9657,5.2887,12.1799,3.1795,312
2844,6,6,2,-95.0,1.5,True,2.5715,1.9657,5.2887,12.1799,3.1795,312
2845,6,6,2,-110.0,2.0,True,2.5719,1.9362,5.3128,12.1488,3.2004,312
2846,6,6,2,-105.0,2.0,True,2.5719,1.9362,5.3128,12.1488,3.2004,312
2847,6,6,2,-100.0,2.0,True,2.5719,1.9362,5.3128,12.1488,3.2004,312
2848,6,6,2,-95.0,2.0,True,2.5719,1.9362,5.3128,12.1488,3.2004,312
2849,8,30,2,-110.0,3.0,True,2.5727,1.9144,5.4344,11.5650,3.1729,312
2850,8,30,2,-105.0,3.0,True,2.5727,1.9144,5.4344,11.5650,3.1729,312
2851,8,30,2,-100.0,3.0,True,2.5727,1.9144,5.4344,11.5650,3.1729,312
2852,8,30,2,-95.0,3.0,True,2.5727,1.9144,5.4344,11.5650,3.1729,312
2853,6,15,2,-110.0,3.0,True,2.5748,1.9700,5.1602,12.0904,3.1661,312
2854,6,15,2,-105.0,3.0,True,2.5748,1.9700,5.1602,12.0904,3.1661,312
2855,6,15,2,-100.0,3.0,True,2.5748,1.9700,5.1602,12.0904,3.1661,312
2856,6,15,2,-95.0,3.0,True,2.5748,1.9700,5.1602,12.0904,3.1661,312
2857,6,6,2,-110.0,2.5,True,2.5768,1.9736,5.4109,12.1190,3.2095,312
2858,6,6,2,-105.0,2.5,True,2.5768,1.9736,5.4109,12.1190,3.2095,312
2859,6,6,2,-100.0,2.5,True,2.5768,1.9736,5.4109,12.1190,3.2095,312
2860,6,6,2,-95.0,2.5,True,2.5768,1.9736,5.4109,12.1190,3.2095,312
2861,6,9,2,-110.0,3.0,True,2.5786,1.9700,5.2469,12.3200,3.2102,312
2862,6,9,2,-105.0,3.0,True,2.5786,1.9700,5.2469,12.3200,3.2102,312
2863,6,9,2,-100.0,3.0,True,2.5786,1.9700,5.2469,12.3200,3.2102,312
2864,6,9,2,-95.0,3.0,True,2.5786,1.9700,5.2469,12.3200,3.2102,312
2865,6,12,2,-110.0,3.0,True,2.5787,1.9864,5.1602,12.0904,3.1923,312
2866,6,12,2,-105.0,3.0,True,2.5787,1.9864,5.1602,12.0904,3.1923,312
2867,6,12,2,-100.0,3.0,True,2.5787,1.9864,5.1602,12.0904,3.1923,312
2868,6,12,2,-95.0,3.0,True,2.5787,1.9864,5.1602,12.0904,3.1923,312
2869,6,20,2,-110.0,3.0,True,2.5903,1.9864,5.2479,12.0904,3.1837,312
2870,6,20,2,-105.0,3.0,True,2.5903,1.9864,5.2479,12.0904,3.1837,312
2871,6,20,2,-100.0,3.0,True,2.5903,1.9864,5.2479,12.0904,3.1837,312
2872,6,20,2,-95.0,3.0,True,2.5903,1.9864,5.2479,12.0904,3.1837,312
2873,6,30,2,-110.0,3.0,True,2.5990,1.9864,5.3128,12.0904,3.1729,312
2874,6,30,2,-105.0,3.0,True,2.5990,1.9864,5.3128,12.0904,3.1729,312
2875,6,30,2,-100.0,3.0,True,2.5990,1.9864,5.3128,12.0904,3.1729,312
2876,6,30,2,-95.0,3.0,True,2.5990,1.9864,5.3128,12.0904,3.1729,312
2877,6,6,2,-110.0,3.0,True,2.5999,1.9700,5.4159,12.0904,3.2290,312
2878,6,6,2,-105.0,3.0,True,2.5999,1.9700,5.4159,12.0904,3.2290,312
2879,6,6,2,-100.0,3.0,True,2.5999,1.9700,5.4159,12.0904,3.2290,312
2880,6,6,2,-95.0,3.0,True,2.5999,1.9700,5.4159,12.0904,3.2290,312
2881,8,15,1,-110.0,1.5,True,2.6881,1.9949,5.8354,12.1468,3.0419,312
2882,8,15,1,-105.0,1.5,True,2.6881,1.9949,5.8354,12.1468,3.0419,312
2883,8,15,1,-100.0,1.5,True,2.6881,1.9949,5.8354,12.1468,3.0419,312
2884,8,15,1,-95.0,1.5,True,2.6881,1.9949,5.8354,12.1468,3.0419,312
2885,6,15,1,-110.0,1.5,True,2.6942,2.0160,5.7890,12.5031,3.0419,312
2886,6,15,1,-105.0,1.5,True,2.6942,2.0160,5.7890,12.5031,3.0419,312
2887,6,15,1,-100.0,1.5,True,2.6942,2.0160,5.7890,12.5031,3.0419,312
2888,6,15,1,-95.0,1.5,True,2.6942,2.0160,5.7890,12.5031,3.0419,312
2889,10,15,1,-110.0,1.5,True,2.6953,2.0080,5.8167,12.0625,3.0419,312
2890,10,15,1,-105.0,1.5,True,2.6953,2.0080,5.8167,12.0625,3.0419,312
2891,10,15,1,-100.0,1.5,True,2.6953,2.0080,5.8167,12.0625,3.0419,312
2892,10,15,1,-95.0,1.5,True,2.6953,2.0080,5.8167,12.0625,3.0419,312
2893,8,12,1,-110.0,1.5,True,2.6984,1.9860,6.0566,12.0930,3.0574,312
2894,8,12,1,-105.0,1.5,True,2.6984,1.9860,6.0566,12.0930,3.0574,312
2895,8,12,1,-100.0,1.5,True,2.6984,1.9860,6.0566,12.0930,3.0574,312
2896,8,12,1,-95.0,1.5,True,2.6984,1.9860,6.0566,12.0930,3.0574,312
2897,6,12,1,-110.0,1.5,True,2.6992,1.9739,6.0515,12.1799,3.0574,312
2898,6,12,1,-105.0,1.5,True,2.6992,1.9739,6.0515,12.1799,3.0574,312
2899,6,12,1,-100.0,1.5,True,2.6992,1.9739,6.0515,12.1799,3.0574,312
2900,6,12,1,-95.0,1.5,True,2.6992,1.9739,6.0515,12.1799,3.0574,312
2901,8,15,1,-110.0,2.0,True,2.7025,1.9828,6.0280,12.2938,3.0689,312
2902,8,15,1,-105.0,2.0,True,2.7025,1.9828,6.0280,12.2938,3.0689,312
2903,8,15,1,-100.0,2.0,True,2.7025,1.9828,6.0280,12.2938,3.0689,312
2904,8,15,1,-95.0,2.0,True,2.7025,1.9828,6.0280,12.2938,3.0689,312
2905,10,15,1,-110.0,2.0,True,2.7067,1.9452,6.0004,12.1349,3.0689,312
2906,10,15,1,-105.0,2.0,True,2.7067,1.9452,6.0004,12.1349,3.0689,312
2907,10,15,1,-100.0,2.0,True,2.7067,1.9452,6.0004,12.1349,3.0689,312
2908,10,15,1,-95.0,2.0,True,2.7067,1.9452,6.0004,12.1349,3.0689,312
2909,10,12,1,-110.0,1.5,True,2.7068,1.9876,6.0930,12.0625,3.0574,312
2910,10,12,1,-105.0,1.5,True,2.7068,1.9876,6.0930,12.0625,3.0574,312
2911,10,12,1,-100.0,1.5,True,2.7068,1.9876,6.0930,12.0625,3.0574,312
2912,10,12,1,-95.0,1.5,True,2.7068,1.9876,6.0930,12.0625,3.0574,312
2913,6,30,1,-110.0,1.5,True,2.7077,1.9239,6.1922,12.5031,3.0833,312
2914,6,30,1,-105.0,1.5,True,2.7077,1.9239,6.1922,12.5031,3.0833,312
2915,6,30,1,-100.0,1.5,True,2.7077,1.9239,6.1922,12.5031,3.0833,312
2916,6,30,1,-95.0,1.5,True,2.7077,1.9239,6.1922,12.5031,3.0833,312
2917,8,30,1,-110.0,1.5,True,2.7083,1.9601,6.0732,12.1954,3.0833,312
2918,8,30,1,-105.0,1.5,True,2.7083,1.9601,6.0732,12.1954,3.0833,312
2919,8,30,1,-100.0,1.5,True,2.7083,1.9601,6.0732,12.1954,3.0833,312
2920,8,30,1,-95.0,1.5,True,2.7083,1.9601,6.0732,12.1954,3.0833,312
2921,12,15,1,-110.0,1.5,True,2.7094,2.0526,5.8365,12.1342,3.0419,312
2922,12,15,1,-105.0,1.5,True,2.7094,2.0526,5.8365,12.1342,3.0419,312
2923,12,15,1,-100.0,1.5,True,2.7094,2.0526,5.8365,12.1342,3.0419,312
2924,12,15,1,-95.0,1.5,True,2.7094,2.0526,5.8365,12.1342,3.0419,312
2925,6,15,1,-110.0,2.0,True,2.7112,2.0180,5.9376,12.6224,3.0689,312
2926,6,15,1,-105.0,2.0,True,2.7112,2.0180,5.9376,12.6224,3.0689,312
2927,6,15,1,-100.0,2.0,True,2.7112,2.0180,5.9376,12.6224,3.0689,312
2928,6,15,1,-95.0,2.0,True,2.7112,2.0180,5.9376,12.6224,3.0689,312
2929,10,30,1,-110.0,1.5,True,2.7131,1.9446,6.1009,12.1324,3.0833,312
2930,10,30,1,-105.0,1.5,True,2.7131,1.9446,6.1009,12.1324,3.0833,312
2931,10,30,1,-100.0,1.5,True,2.7131,1.9446,6.1009,12.1324,3.0833,312
2932,10,30,1,-95.0,1.5,True,2.7131,1.9446,6.1009,12.1324,3.0833,312
2933,12,15,1,-110.0,2.0,True,2.7168,2.0066,5.9789,12.1344,3.0689,312
2934,12,15,1,-105.0,2.0,True,2.7168,2.0066,5.9789,12.1344,3.0689,312
2935,12,15,1,-100.0,2.0,True,2.7168,2.0066,5.9789,12.1344,3.0689,312
2936,12,15,1,-95.0,2.0,True,2.7168,2.0066,5.9789,12.1344,3.0689,312
2937,8,20,1,-110.0,2.0,True,2.7177,2.0055,6.0609,12.2938,3.0763,312
2938,8,20,1,-105.0,2.0,True,2.7177,2.0055,6.0609,12.2938,3.0763,312
2939,8,20,1,-100.0,2.0,True,2.7177,2.0055,6.0609,12.2938,3.0763,312
2940,8,20,1,-95.0,2.0,True,2.7177,2.0055,6.0609,12.2938,3.0763,312
2941,10,20,1,-110.0,2.0,True,2.7206,2.0150,6.0618,12.1349,3.0763,312
2942,10,20,1,-105.0,2.0,True,2.7206,2.0150,6.0618,12.1349,3.0763,312
2943,10,20,1,-100.0,2.0,True,2.7206,2.0150,6.0618,12.1349,3.0763,312
2944,10,20,1,-95.0,2.0,True,2.7206,2.0150,6.0618,12.1349,3.0763,312
2945,12,6,1,-110.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2946,12,9,1,-110.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2947,12,12,1,-110.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2948,12,6,1,-105.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2949,12,9,1,-105.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2950,12,12,1,-105.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2951,12,6,1,-100.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2952,12,9,1,-100.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2953,12,12,1,-100.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2954,12,6,1,-95.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2955,12,9,1,-95.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2956,12,12,1,-95.0,1.5,True,2.7229,2.0353,6.0681,12.1342,3.0574,312
2957,15,6,1,-110.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2958,15,9,1,-110.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2959,15,12,1,-110.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2960,15,15,1,-110.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2961,15,6,1,-105.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2962,15,9,1,-105.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2963,15,12,1,-105.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2964,15,15,1,-105.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2965,15,6,1,-100.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2966,15,9,1,-100.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2967,15,12,1,-100.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2968,15,15,1,-100.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2969,15,6,1,-95.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2970,15,9,1,-95.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2971,15,12,1,-95.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2972,15,15,1,-95.0,1.5,True,2.7234,2.0629,5.8333,12.0367,3.0419,312
2973,12,30,1,-110.0,1.5,True,2.7238,1.9729,6.0681,12.1467,3.0833,312
2974,12,30,1,-105.0,1.5,True,2.7238,1.9729,6.0681,12.1467,3.0833,312
2975,12,30,1,-100.0,1.5,True,2.7238,1.9729,6.0681,12.1467,3.0833,312
2976,12,30,1,-95.0,1.5,True,2.7238,1.9729,6.0681,12.1467,3.0833,312
2977,8,20,1,-110.0,1.5,True,2.7252,1.9890,5.8354,12.1468,3.0855,312
2978,8,20,1,-105.0,1.5,True,2.7252,1.9890,5.8354,12.1468,3.0855,312
2979,8,20,1,-100.0,1.5,True,2.7252,1.9890,5.8354,12.1468,3.0855,312
2980,8,20,1,-95.0,1.5,True,2.7252,1.9890,5.8354,12.1468,3.0855,312
2981,8,9,1,-110.0,2.0,True,2.7256,2.0067,6.0280,13.3904,3.0745,312
2982,8,9,1,-105.0,2.0,True,2.7256,2.0067,6.0280,13.3904,3.0745,312
2983,8,9,1,-100.0,2.0,True,2.7256,2.0067,6.0280,13.3904,3.0745,312
2984,8,9,1,-95.0,2.0,True,2.7256,2.0067,6.0280,13.3904,3.0745,312
2985,15,6,1,-110.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2986,15,9,1,-110.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2987,15,12,1,-110.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2988,15,15,1,-110.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2989,15,6,1,-105.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2990,15,9,1,-105.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2991,15,12,1,-105.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2992,15,15,1,-105.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2993,15,6,1,-100.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2994,15,9,1,-100.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2995,15,12,1,-100.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2996,15,15,1,-100.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2997,15,6,1,-95.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2998,15,9,1,-95.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
2999,15,12,1,-95.0,2.0,True,2.7277,2.0272,5.9407,12.1365,3.0689,312
